,num_game,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
296840195,1,10.7,10.7,10.7,10.7,10.7,10.7
94698408,2,7.0,2.2,2.85,3.5,4.1499999999999995,4.8
113496097,1,45.0,45.0,45.0,45.0,45.0,45.0
183841616,1,56.0,56.0,56.0,56.0,56.0,56.0
112199961,22,730.5,2.4,9.35,26.0,36.75,171.0
286926470,9,108.1,1.0,3.2,5.9,11.3,46.0
65895047,4,119.0,0.1,0.17500000000000002,0.44999999999999996,30.025,118.0
201495555,3,231.7,2.6,7.35,12.1,114.55,217.0
71777065,43,1533.0000000000002,0.2,4.0,14.0,34.0,479.0
138561124,1,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0
107346948,1,77.0,77.0,77.0,77.0,77.0,77.0
10218563,39,2020.3000000000002,0.3,5.05,14.3,34.0,568.0
163495807,1,6.1,6.1,6.1,6.1,6.1,6.1
222600281,2,54.0,1.0,14.0,27.0,40.0,53.0
128570709,1,107.0,107.0,107.0,107.0,107.0,107.0
245708711,2,64.0,21.0,26.5,32.0,37.5,43.0
217852939,1,54.0,54.0,54.0,54.0,54.0,54.0
66680972,2,98.1,6.1,27.575,49.05,70.525,92.0
100719181,21,554.1999999999999,0.1,1.5,8.5,26.0,290.0
279391666,1,118.0,118.0,118.0,118.0,118.0,118.0
10253354,129,2605.0,0.1,1.9,7.2,22.0,272.0
52545855,6,742.6000000000001,0.2,2.4,21.15,164.25,492.0
240429307,1,14.0,14.0,14.0,14.0,14.0,14.0
138329382,1,8.1,8.1,8.1,8.1,8.1,8.1
102465357,2,39.7,4.7,12.275,19.85,27.425,35.0
209869297,13,385.1,0.2,3.0,8.2,19.5,245.0
95037089,10,428.2,0.5,2.55,6.95,42.1,273.0
299211913,1,9.4,9.4,9.4,9.4,9.4,9.4
179152437,1,19.8,19.8,19.8,19.8,19.8,19.8
45811573,2,19.8,1.6,5.75,9.9,14.049999999999999,18.2
198878241,1,24.0,24.0,24.0,24.0,24.0,24.0
64645022,2,11.299999999999999,2.1,3.875,5.6499999999999995,7.425,9.2
121865430,15,2205.3,0.2,1.8,4.5,20.8,1998.0
30519870,67,3100.1999999999994,0.1,0.5,2.3,5.55,814.0
170201716,33,961.5,0.1,1.6,9.5,37.0,234.0
64019582,6,110.9,0.5,1.5750000000000002,4.65,36.825,53.0
256863125,1,13.1,13.1,13.1,13.1,13.1,13.1
57912466,1,38.0,38.0,38.0,38.0,38.0,38.0
280539948,1,52.0,52.0,52.0,52.0,52.0,52.0
125353580,3,141.0,2.2,7.5,12.8,69.4,126.0
190060278,20,506.69999999999993,0.1,0.975,2.1,8.725,325.0
19668647,12,203.99999999999997,0.5,2.1999999999999997,6.5,12.400000000000002,75.0
130145396,1,50.0,50.0,50.0,50.0,50.0,50.0
144845684,10,86.7,0.3,0.9,5.05,12.174999999999999,28.0
252811208,3,6.5,0.6,0.8500000000000001,1.1,2.95,4.8
297730803,1,76.0,76.0,76.0,76.0,76.0,76.0
138453978,1,19.5,19.5,19.5,19.5,19.5,19.5
271073348,2,95.1,5.1,26.325,47.55,68.775,90.0
147408505,1,71.0,71.0,71.0,71.0,71.0,71.0
124776658,5,473.79999999999995,0.4,0.9,3.5,28.0,441.0
221961399,1,23.0,23.0,23.0,23.0,23.0,23.0
185272838,3,29.4,0.7,5.05,9.4,14.350000000000001,19.3
92595907,17,214.5,0.5,4.5,6.2,10.8,66.0
113682800,1,27.0,27.0,27.0,27.0,27.0,27.0
250457669,1,11.8,11.8,11.8,11.8,11.8,11.8
148959028,1,22.0,22.0,22.0,22.0,22.0,22.0
39899978,17,87.1,0.3,1.4,3.2,5.1,31.0
81439192,56,983.1999999999999,0.1,1.2,4.05,10.375,262.0
35388317,3,15.100000000000001,2.3,2.4,2.5,6.4,10.3
129925351,14,2297.0,0.4,11.100000000000001,24.0,130.5,1158.0
43936108,9,67.2,0.2,1.9,2.7,6.1,39.0
170911456,5,544.3,1.3,7.4,10.6,14.0,511.0
110843185,3,97.0,3.7,7.5,11.3,46.65,82.0
110546460,15,807.0,0.1,1.9000000000000001,21.0,95.0,221.0
169653526,8,53.599999999999994,0.3,2.9999999999999996,7.75,8.149999999999999,16.0
257449387,4,90.2,0.2,3.05,7.5,27.0,75.0
294091752,1,8.7,8.7,8.7,8.7,8.7,8.7
236419303,1,12.1,12.1,12.1,12.1,12.1,12.1
205462875,2,31.5,4.5,10.125,15.75,21.375,27.0
241141429,3,7.3,0.3,0.55,0.8,3.5,6.2
226535562,1,24.0,24.0,24.0,24.0,24.0,24.0
108943853,7,126.4,0.3,5.949999999999999,10.2,18.5,67.0
69942754,2,210.0,98.0,101.5,105.0,108.5,112.0
282731606,2,31.1,0.1,7.825,15.55,23.275,31.0
172381385,15,812.1,0.2,2.9,7.1,58.0,409.0
83090686,40,2606.4,0.1,1.45,6.35,17.6,1343.0
234498398,16,105.0,0.2,0.37500000000000006,1.35,1.85,73.0
167901416,8,135.8,0.2,2.325,7.0,18.775,68.0
183089914,1,12.6,12.6,12.6,12.6,12.6,12.6
63678282,2,56.2,4.2,16.15,28.1,40.05,52.0
202195289,3,42.800000000000004,0.2,9.9,19.6,21.3,23.0
101339059,28,4495.7,0.2,1.1,12.3,139.25,1499.0
139456215,1,5.5,5.5,5.5,5.5,5.5,5.5
169851136,2,54.4,7.4,17.3,27.2,37.1,47.0
11149819,105,2809.7999999999997,0.1,1.0,4.4,16.0,585.0
186294113,1,15.4,15.4,15.4,15.4,15.4,15.4
61031710,5,551.4,14.6,18.8,22.0,173.0,323.0
302482376,1,9.3,9.3,9.3,9.3,9.3,9.3
75155353,12,419.90000000000003,0.1,2.1000000000000005,10.55,51.0,137.0
123917008,1,1301.0,1301.0,1301.0,1301.0,1301.0,1301.0
60744461,15,808.3,3.3,13.399999999999999,16.9,63.0,221.0
201169447,1,6.3,6.3,6.3,6.3,6.3,6.3
138587718,1,1467.0,1467.0,1467.0,1467.0,1467.0,1467.0
91883012,7,395.3,0.6,21.35,76.0,79.0,118.0
249962199,1,53.0,53.0,53.0,53.0,53.0,53.0
124258418,1,46.0,46.0,46.0,46.0,46.0,46.0
122658341,15,590.1999999999999,0.7,2.05,6.3,12.25,407.0
31817706,7,563.1999999999999,0.4,1.4,24.0,64.5,407.0
231505005,1,164.0,164.0,164.0,164.0,164.0,164.0
187520593,1,6.1,6.1,6.1,6.1,6.1,6.1
50700418,48,659.1,0.5,1.8249999999999997,3.45,13.05,143.0
176223416,7,836.3,0.2,0.7,2.8,105.45,621.0
114899424,2,32.1,7.1,11.575,16.05,20.525,25.0
104704406,1,9.6,9.6,9.6,9.6,9.6,9.6
215208719,39,832.5,0.1,0.6499999999999999,3.0,17.75,307.0
12169570,1,108.0,108.0,108.0,108.0,108.0,108.0
201208624,1,319.0,319.0,319.0,319.0,319.0,319.0
164318687,24,1215.2,0.2,1.9000000000000001,8.65,42.0,440.0
91486768,2,56.1,0.1,14.075,28.05,42.025,56.0
186022495,12,76.6,0.1,0.27499999999999997,0.4,1.25,69.0
184987886,16,81.00000000000001,0.2,0.575,2.2,3.7500000000000004,36.0
208196373,1,42.0,42.0,42.0,42.0,42.0,42.0
32126281,77,6360.9,0.1,2.2,14.4,51.0,842.0
27169419,25,1265.9,0.1,0.7,3.2,17.9,400.0
208798336,2,23.1,0.1,5.825,11.55,17.275,23.0
207718097,16,673.5,0.5,1.825,5.0,29.25,226.0
80918437,1,34.0,34.0,34.0,34.0,34.0,34.0
96556535,15,2620.0,0.4,2.1500000000000004,4.2,22.25,2154.0
249858021,3,56.0,0.9,1.0,1.1,27.55,54.0
116966965,1,17.1,17.1,17.1,17.1,17.1,17.1
217795493,1,16.4,16.4,16.4,16.4,16.4,16.4
121248758,1,570.0,570.0,570.0,570.0,570.0,570.0
168094655,3,118.2,0.4,3.6,6.8,58.9,111.0
288121778,1,193.0,193.0,193.0,193.0,193.0,193.0
159835968,1,10.5,10.5,10.5,10.5,10.5,10.5
48175931,15,168.29999999999998,0.5,1.8,6.1,11.45,76.0
136789010,2,11.4,1.1,3.4000000000000004,5.7,8.0,10.3
68418219,1,22.0,22.0,22.0,22.0,22.0,22.0
184821296,1,51.0,51.0,51.0,51.0,51.0,51.0
221961243,12,42.9,0.1,0.575,0.9,4.5,21.0
156286815,1,14.0,14.0,14.0,14.0,14.0,14.0
134322141,80,1430.9,0.1,0.975,3.95,12.55,208.0
171611544,7,91.4,0.2,1.15,1.6,9.149999999999999,69.0
110478743,31,695.5000000000001,0.2,1.6,4.6,16.85,271.0
66725148,2,25.6,0.6,6.7,12.8,18.9,25.0
170177311,1,17.8,17.8,17.8,17.8,17.8,17.8
62514874,1,9.3,9.3,9.3,9.3,9.3,9.3
99200665,2,273.1,8.1,72.325,136.55,200.775,265.0
169344872,1,191.0,191.0,191.0,191.0,191.0,191.0
158324196,4,1522.0,2.0,40.25,329.5,669.75,861.0
117106617,1,5229.0,5229.0,5229.0,5229.0,5229.0,5229.0
130475480,2,106.8,0.8,27.1,53.4,79.7,106.0
243020996,5,429.3,0.2,8.6,11.5,37.0,372.0
94708312,4,41.1,0.4,4.225,6.85,12.899999999999999,27.0
172901122,2,73.7,14.7,25.775,36.85,47.925,59.0
152821827,1,484.0,484.0,484.0,484.0,484.0,484.0
193131260,1,16.0,16.0,16.0,16.0,16.0,16.0
163235405,1,469.0,469.0,469.0,469.0,469.0,469.0
182229935,38,2521.1000000000004,0.1,0.42500000000000004,2.0,10.175,1059.0
204343807,1,7.6,7.6,7.6,7.6,7.6,7.6
150305902,15,67.8,0.1,0.45,1.3,5.5,27.0
143877335,47,841.5,0.1,0.95,2.4,20.45,175.0
113268833,11,89.60000000000001,0.1,0.6,1.4,10.3,45.0
109205612,27,672.8000000000002,0.1,1.25,2.8,7.85,432.0
136219907,3,999.4,12.4,63.7,115.0,493.5,872.0
254201131,9,279.2,0.5,1.5,8.0,27.0,139.0
61495434,1,35.0,35.0,35.0,35.0,35.0,35.0
229363165,1,86.0,86.0,86.0,86.0,86.0,86.0
252369207,1,6.6,6.6,6.6,6.6,6.6,6.6
133033659,1,13.2,13.2,13.2,13.2,13.2,13.2
205285563,30,1002.1,0.1,0.7499999999999999,1.4,10.349999999999998,771.0
248266820,2,17.1,5.5,7.025,8.55,10.075,11.6
59155360,1,9.0,9.0,9.0,9.0,9.0,9.0
199779448,2,11.8,0.4,3.1500000000000004,5.9,8.65,11.4
127987714,1,20.0,20.0,20.0,20.0,20.0,20.0
308101403,1,23.0,23.0,23.0,23.0,23.0,23.0
302545663,4,10.099999999999998,0.6,0.6749999999999999,0.7,2.55,8.1
299256191,1,71.0,71.0,71.0,71.0,71.0,71.0
188773446,1,125.0,125.0,125.0,125.0,125.0,125.0
99701966,2,282.4,0.4,70.8,141.2,211.6,282.0
54310644,44,1744.0,0.2,1.8249999999999997,4.7,21.5,475.0
203838394,17,194.5,0.2,1.4,3.9,5.8,97.0
109598076,4,57.0,4.6,6.550000000000001,11.7,19.4,29.0
6252885,4,91.0,4.2,4.6499999999999995,17.9,36.0,51.0
183771438,7,587.0000000000001,0.1,0.30000000000000004,0.6,84.35,417.0
126425648,4,388.3,11.1,15.674999999999999,45.1,126.5,287.0
197822805,1,260.0,260.0,260.0,260.0,260.0,260.0
57451291,6,798.7,0.1,3.0999999999999996,17.35,74.5,672.0
37706629,2,54.5,8.5,17.875,27.25,36.625,46.0
195815964,1,13.5,13.5,13.5,13.5,13.5,13.5
85041261,1,30.0,30.0,30.0,30.0,30.0,30.0
196578463,1,11.0,11.0,11.0,11.0,11.0,11.0
134213189,12,215.7,0.1,0.6499999999999999,1.7999999999999998,17.75,86.0
170989668,1,39.0,39.0,39.0,39.0,39.0,39.0
118693656,1,699.0,699.0,699.0,699.0,699.0,699.0
44545959,61,3601.1,0.2,4.6,15.0,56.0,753.0
109165920,4,424.90000000000003,5.3,15.275,24.8,115.75,370.0
156763142,1,5.9,5.9,5.9,5.9,5.9,5.9
141513178,1,5.0,5.0,5.0,5.0,5.0,5.0
220012683,1,710.0,710.0,710.0,710.0,710.0,710.0
273402148,1,5.9,5.9,5.9,5.9,5.9,5.9
51688538,1,8.6,8.6,8.6,8.6,8.6,8.6
118189718,10,550.5,0.9,1.9,10.65,23.0,347.0
203650036,4,185.8,0.7,3.9999999999999996,34.55,77.0,116.0
99906508,2,23.7,1.7,6.775,11.85,16.925,22.0
199288821,1,182.0,182.0,182.0,182.0,182.0,182.0
127117386,4,41.0,2.0,3.425,4.0,10.825,31.0
236779629,1,14.7,14.7,14.7,14.7,14.7,14.7
117552823,3,131.4,4.4,18.2,32.0,63.5,95.0
155119411,1,367.0,367.0,367.0,367.0,367.0,367.0
239919157,3,8.3,1.1,1.7,2.3,3.6,4.9
79316774,2,5.8999999999999995,1.8,2.375,2.9499999999999997,3.525,4.1
105243827,51,1701.3,0.1,1.7000000000000002,4.6,25.0,349.0
266132196,1,58.0,58.0,58.0,58.0,58.0,58.0
94670160,11,1243.4999999999998,0.2,1.6,17.0,70.5,689.0
16710264,5,55.5,1.1,2.3,6.1,20.0,26.0
180208550,1,10.7,10.7,10.7,10.7,10.7,10.7
268845100,1,34.0,34.0,34.0,34.0,34.0,34.0
80859196,3,21.2,0.7,5.05,9.4,10.25,11.1
118971362,9,638.2,0.6,2.7,9.4,42.0,485.0
53231205,1,14.8,14.8,14.8,14.8,14.8,14.8
258531019,12,39.800000000000004,0.1,0.425,1.1,4.475,15.5
185929621,1,454.0,454.0,454.0,454.0,454.0,454.0
48334326,6,64.60000000000001,1.2,6.124999999999999,9.0,11.425,28.0
122117051,3,31.1,0.9,2.0500000000000003,3.2,15.1,27.0
173102243,4,262.0,3.9,5.549999999999999,48.05,108.0,162.0
205983773,2,101.2,0.2,25.4,50.6,75.8,101.0
133217805,1,61.0,61.0,61.0,61.0,61.0,61.0
118437205,2,144.9,4.9,38.675,72.45,106.225,140.0
287336000,1,13.5,13.5,13.5,13.5,13.5,13.5
110412872,5,24.8,2.1,2.8,4.7,7.4,7.8
177054406,1,5.2,5.2,5.2,5.2,5.2,5.2
234621077,2,529.5,0.5,132.625,264.75,396.875,529.0
295931804,1,38.0,38.0,38.0,38.0,38.0,38.0
75240572,13,592.8,1.3,5.1,18.3,29.0,272.0
66508737,4,14.5,0.6,0.8250000000000001,3.0500000000000003,5.8500000000000005,7.8
101878879,25,1063.9,0.1,1.0,3.6,45.0,218.0
221443125,1,275.0,275.0,275.0,275.0,275.0,275.0
91952768,4,282.5,4.8,10.724999999999998,33.35,93.25,211.0
11952990,47,1425.7,0.2,1.85,6.9,28.0,289.0
181597796,3,9.7,1.8,2.0,2.2,3.95,5.7
108878910,15,243.29999999999998,0.1,0.65,2.7,17.55,86.0
5387470,33,2400.9,0.1,0.6,1.4,7.7,1055.0
202139066,1,11.8,11.8,11.8,11.8,11.8,11.8
113729479,5,27.2,0.2,0.5,6.6,8.8,11.1
41559627,14,27.599999999999994,0.1,0.3,0.7,2.075,12.7
33778112,6,5.0,0.2,0.3,0.6,1.35,1.8
302563555,1,17.9,17.9,17.9,17.9,17.9,17.9
189929581,2,367.0,3.0,93.25,183.5,273.75,364.0
294620986,15,127.49999999999999,0.2,0.45,2.3,3.65,67.0
159411437,15,111.4,0.3,1.9500000000000002,3.7,10.1,27.0
137022689,4,24.8,0.2,0.7250000000000001,2.8000000000000003,8.275,19.0
22283916,6,4681.700000000001,0.1,0.525,4.35,8.325000000000001,4664.0
141721441,2,35.8,5.8,11.85,17.9,23.95,30.0
136493411,2,53.2,1.2,13.9,26.6,39.3,52.0
213560822,1,9.8,9.8,9.8,9.8,9.8,9.8
215776525,1,414.0,414.0,414.0,414.0,414.0,414.0
259931116,2,503.0,30.0,140.75,251.5,362.25,473.0
279157418,1,5.0,5.0,5.0,5.0,5.0,5.0
128342186,2,498.8,1.8,125.6,249.4,373.2,497.0
140527332,1,11.3,11.3,11.3,11.3,11.3,11.3
34384042,3,17.8,0.9,4.0,7.1,8.45,9.8
55739825,5,111.4,0.2,16.2,21.0,26.0,48.0
105507326,1,24.0,24.0,24.0,24.0,24.0,24.0
296088638,1,24.0,24.0,24.0,24.0,24.0,24.0
120181402,2,203.6,10.6,56.2,101.8,147.4,193.0
16154372,36,747.4000000000001,0.2,0.975,2.25,8.775,409.0
185526289,2,18.8,2.2,5.800000000000001,9.4,13.000000000000002,16.6
148288759,1,363.0,363.0,363.0,363.0,363.0,363.0
165264315,1,8.3,8.3,8.3,8.3,8.3,8.3
40130306,3,35.2,3.0,3.1,3.2,16.1,29.0
160364257,1,8.3,8.3,8.3,8.3,8.3,8.3
65350586,25,268.5,0.4,2.0,8.0,18.3,31.0
232048969,2,118.5,0.5,29.875,59.25,88.625,118.0
158277459,8,617.1999999999999,0.2,0.45,1.0,6.699999999999999,594.0
255539801,1,24.0,24.0,24.0,24.0,24.0,24.0
73481131,1,35.0,35.0,35.0,35.0,35.0,35.0
135503830,4,1040.5,1.2,1.425,8.65,267.35,1022.0
164695293,8,121.1,0.8,6.2749999999999995,10.5,15.100000000000001,53.0
6979578,3,118.3,1.2,5.6499999999999995,10.1,58.55,107.0
161076041,1,420.0,420.0,420.0,420.0,420.0,420.0
93126933,3,247.4,1.4,35.2,69.0,123.0,177.0
259454041,2,13.6,0.9,3.8499999999999996,6.8,9.749999999999998,12.7
71162182,1,73.0,73.0,73.0,73.0,73.0,73.0
237879937,4,120.9,0.4,1.225,27.25,56.25,66.0
67349307,20,253.09999999999997,0.7,2.0,3.65,7.95,66.0
146900719,3,57.699999999999996,0.3,0.35,0.4,28.7,57.0
155624237,2,21.099999999999998,1.2,5.875,10.549999999999999,15.225,19.9
296458459,1,26.0,26.0,26.0,26.0,26.0,26.0
72941852,2,274.5,18.5,77.875,137.25,196.625,256.0
277967574,4,278.4,0.1,0.24999999999999997,42.15,111.5,194.0
210896662,8,158.9,0.1,0.27499999999999997,4.65,13.5,121.0
7955670,12,3927.9,0.1,1.4999999999999998,10.7,194.25,2060.0
137588230,5,6.1,0.1,0.5,1.2,1.3,3.0
85134273,1,8.9,8.9,8.9,8.9,8.9,8.9
240749915,1,72.0,72.0,72.0,72.0,72.0,72.0
75377823,2,1916.0,162.0,560.0,958.0,1356.0,1754.0
208002927,1,24.0,24.0,24.0,24.0,24.0,24.0
184155452,1,9.0,9.0,9.0,9.0,9.0,9.0
179895639,1,5.9,5.9,5.9,5.9,5.9,5.9
259591984,1,50.0,50.0,50.0,50.0,50.0,50.0
308638385,1,37.0,37.0,37.0,37.0,37.0,37.0
283264914,2,18.200000000000003,7.9,8.5,9.100000000000001,9.700000000000001,10.3
172518437,75,519.8,0.1,1.4,2.2,7.95,52.0
133268317,12,1300.3000000000002,0.5,6.025,15.5,30.0,1083.0
167985276,14,202.0,0.4,5.375,8.65,16.174999999999997,79.0
203058502,1,116.0,116.0,116.0,116.0,116.0,116.0
67191748,1,66.0,66.0,66.0,66.0,66.0,66.0
90104676,9,212.8,0.4,5.9,12.4,47.0,67.0
216158727,1,133.0,133.0,133.0,133.0,133.0,133.0
1072465,6,102.7,0.1,2.125,6.6000000000000005,11.974999999999998,75.0
207077290,1,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0
208955921,2,6.2,0.2,1.65,3.1,4.55,6.0
128287411,1,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0
117488479,35,4356.400000000001,0.2,1.85,4.5,15.5,2989.0
95380196,4,105.5,19.5,25.125,27.5,28.75,31.0
189929692,2,94.9,0.9,24.175,47.45,70.725,94.0
150974633,2,9.9,1.4,3.175,4.95,6.725,8.5
162421622,25,985.6999999999999,0.9,4.1,7.1,24.0,587.0
107324790,4,1457.0,310.0,310.75,342.5,396.0,462.0
168726386,7,313.40000000000003,0.8,4.15,8.6,49.85,196.0
64514291,19,899.4,0.2,2.05,9.0,27.5,285.0
108511499,1,14.8,14.8,14.8,14.8,14.8,14.8
173717751,1,248.0,248.0,248.0,248.0,248.0,248.0
223829418,1,90.0,90.0,90.0,90.0,90.0,90.0
216500614,1,348.0,348.0,348.0,348.0,348.0,348.0
308238255,1,18.1,18.1,18.1,18.1,18.1,18.1
194305157,3,50.0,0.9,2.0,3.1,24.55,46.0
120421832,4,1548.8999999999999,4.0,9.850000000000001,12.95,390.325,1519.0
109660238,1,1859.0,1859.0,1859.0,1859.0,1859.0,1859.0
191731084,2,150.3,0.3,37.725,75.15,112.575,150.0
19422331,1,5.7,5.7,5.7,5.7,5.7,5.7
174445146,1,12.9,12.9,12.9,12.9,12.9,12.9
142602286,1,22.0,22.0,22.0,22.0,22.0,22.0
138690776,1,124.0,124.0,124.0,124.0,124.0,124.0
217554887,2,455.0,58.0,142.75,227.5,312.25,397.0
106259770,19,383.1,0.5,1.25,2.0,2.55,349.0
303832667,1,6.1,6.1,6.1,6.1,6.1,6.1
262894372,1,29.0,29.0,29.0,29.0,29.0,29.0
243065024,2,212.5,11.5,58.875,106.25,153.625,201.0
49770308,1,9.3,9.3,9.3,9.3,9.3,9.3
177488743,2,40.8,9.8,15.100000000000001,20.4,25.7,31.0
201768926,2,84.5,5.5,23.875,42.25,60.625,79.0
309058572,1,5.2,5.2,5.2,5.2,5.2,5.2
119626898,1,743.0,743.0,743.0,743.0,743.0,743.0
206560172,2,11.5,0.3,3.025,5.75,8.474999999999998,11.2
179022513,1,13.9,13.9,13.9,13.9,13.9,13.9
290081808,1,28.0,28.0,28.0,28.0,28.0,28.0
95363375,1,92.0,92.0,92.0,92.0,92.0,92.0
188450158,1,286.0,286.0,286.0,286.0,286.0,286.0
192949772,1,98.0,98.0,98.0,98.0,98.0,98.0
143788323,1,25.0,25.0,25.0,25.0,25.0,25.0
51293702,4,501.40000000000003,0.1,0.1,0.15000000000000002,125.4,501.0
39798081,2,1045.0,22.0,272.25,522.5,772.75,1023.0
104038561,2,135.0,67.0,67.25,67.5,67.75,68.0
61834736,2,28.5,6.5,10.375,14.25,18.125,22.0
208900216,9,1298.8,7.3,17.8,23.0,57.0,996.0
299980746,1,317.0,317.0,317.0,317.0,317.0,317.0
159841516,1,18.4,18.4,18.4,18.4,18.4,18.4
198850929,10,111.9,0.2,0.6499999999999999,2.5999999999999996,15.249999999999998,53.0
39361297,49,126.89999999999999,0.1,0.5,1.0,3.1,21.0
275437638,1,46.0,46.0,46.0,46.0,46.0,46.0
219414811,6,725.6,0.2,5.15,30.4,185.25,431.0
184599047,1,5.6,5.6,5.6,5.6,5.6,5.6
304107339,2,109.6,1.6,28.2,54.8,81.4,108.0
298466854,1,35.0,35.0,35.0,35.0,35.0,35.0
58640737,3,1877.4,0.4,61.2,122.0,938.5,1755.0
107028289,6,360.8,11.0,14.95,22.9,100.75,165.0
285055272,1,88.0,88.0,88.0,88.0,88.0,88.0
50852108,1,37.0,37.0,37.0,37.0,37.0,37.0
100322840,2,366.6,12.6,97.95,183.3,268.65,354.0
191802069,1,8.7,8.7,8.7,8.7,8.7,8.7
277239386,1,47.0,47.0,47.0,47.0,47.0,47.0
189794919,2,50.7,0.7,13.025,25.35,37.675,50.0
201265166,15,1493.5,0.2,0.6499999999999999,2.3,9.25,1170.0
209608167,3,155.3,0.1,8.15,16.2,77.6,139.0
250231163,1,19.1,19.1,19.1,19.1,19.1,19.1
89255174,1,8.4,8.4,8.4,8.4,8.4,8.4
84156493,2,17.8,3.1,6.0,8.9,11.799999999999999,14.7
119949344,10,326.5,0.3,1.75,5.35,26.75,227.0
50095094,7,133.4,0.2,2.4,9.0,21.7,76.0
200669964,2,70.0,28.0,31.5,35.0,38.5,42.0
50811344,27,6171.299999999999,0.3,4.15,10.4,99.0,4335.0
55837871,2,68.0,22.0,28.0,34.0,40.0,46.0
168753571,1,12.0,12.0,12.0,12.0,12.0,12.0
185743629,6,94.7,0.4,2.225,14.5,25.5,38.0
248254297,5,247.0,1.1,2.9,34.0,42.0,167.0
280096578,1,30.0,30.0,30.0,30.0,30.0,30.0
109715095,2,54.4,8.4,17.8,27.2,36.6,46.0
295479473,1,20.0,20.0,20.0,20.0,20.0,20.0
50305489,3,62.3,4.3,12.65,21.0,29.0,37.0
146022542,10,74.0,0.4,1.25,2.0999999999999996,6.775,39.0
57500988,4,184.1,1.1,9.275,37.5,74.25,108.0
148476467,3,21.2,4.7,5.0,5.3,8.25,11.2
103890656,1,706.0,706.0,706.0,706.0,706.0,706.0
130470206,3,50.0,4.5,5.0,5.5,22.75,40.0
201895745,2,76.5,0.5,19.375,38.25,57.125,76.0
175836974,2,55.4,0.4,14.05,27.7,41.35,55.0
103411746,6,17.5,0.4,2.4000000000000004,3.05,3.8499999999999996,4.7
47693543,3,148.0,25.0,32.0,39.0,61.5,84.0
280832360,1,318.0,318.0,318.0,318.0,318.0,318.0
63671946,3,96.8,12.7,13.399999999999999,14.1,42.05,70.0
57530892,1,128.0,128.0,128.0,128.0,128.0,128.0
191988742,5,19.799999999999997,1.0,1.9,2.4,3.0,11.5
265337884,1,123.0,123.0,123.0,123.0,123.0,123.0
47031455,1,28.0,28.0,28.0,28.0,28.0,28.0
77566707,2,73.0,23.0,29.75,36.5,43.25,50.0
211159862,1,244.0,244.0,244.0,244.0,244.0,244.0
153841049,1,10.5,10.5,10.5,10.5,10.5,10.5
217472465,1,7.0,7.0,7.0,7.0,7.0,7.0
63098418,24,2710.4,0.2,1.725,4.45,17.525000000000002,2440.0
187262547,2,6.0,2.1,2.5500000000000003,3.0,3.4499999999999997,3.9
83975567,28,1148.5,0.5,2.775,7.4,26.25,318.0
262317184,6,16.099999999999998,0.2,0.42500000000000004,1.1,4.325000000000001,8.1
14465359,119,4399.5,0.1,1.1,8.5,34.0,902.0
202664112,1,29.0,29.0,29.0,29.0,29.0,29.0
163308692,1,1456.0,1456.0,1456.0,1456.0,1456.0,1456.0
130057540,3,848.0,35.0,100.0,165.0,406.5,648.0
63441290,74,1628.1,0.2,4.025,10.350000000000001,20.75,292.0
175290236,1,11.2,11.2,11.2,11.2,11.2,11.2
131963274,1,94.0,94.0,94.0,94.0,94.0,94.0
214184795,1,5.5,5.5,5.5,5.5,5.5,5.5
75548930,3,19.9,0.4,1.55,2.7,9.75,16.8
98269934,1,12.4,12.4,12.4,12.4,12.4,12.4
245621941,5,106.0,0.7,1.2,5.1,19.0,80.0
50426766,1,183.0,183.0,183.0,183.0,183.0,183.0
39970405,1,12.1,12.1,12.1,12.1,12.1,12.1
165480423,1,108.0,108.0,108.0,108.0,108.0,108.0
266845800,1,295.0,295.0,295.0,295.0,295.0,295.0
87694960,36,345.9,0.1,0.6249999999999999,2.25,7.500000000000001,106.0
304912866,1,21.0,21.0,21.0,21.0,21.0,21.0
215409870,2,46.3,3.3,13.225,23.15,33.075,43.0
155003926,12,514.8,0.2,0.37500000000000006,3.15,15.325,428.0
217728407,1,84.0,84.0,84.0,84.0,84.0,84.0
302883346,3,92.7,0.2,0.35,0.5,46.25,92.0
199046946,1,6.8,6.8,6.8,6.8,6.8,6.8
294759066,1,8.4,8.4,8.4,8.4,8.4,8.4
301099545,1,19.6,19.6,19.6,19.6,19.6,19.6
292332406,2,10.7,2.5,3.925,5.35,6.7749999999999995,8.2
161623464,24,620.6,0.1,0.4,2.1,7.824999999999999,251.0
158136134,2,1463.0,420.0,575.75,731.5,887.25,1043.0
67579257,104,1924.1,0.1,0.8500000000000001,3.4,13.85,417.0
293042025,9,258.3,6.4,10.0,31.0,46.0,55.0
165994303,1,11.1,11.1,11.1,11.1,11.1,11.1
197550099,2,55.0,27.0,27.25,27.5,27.75,28.0
218918267,11,57.4,0.1,0.55,2.2,6.9,22.0
162652854,1,87.0,87.0,87.0,87.0,87.0,87.0
163415496,5,79.8,0.4,1.0,1.8,11.6,65.0
144626100,1,328.0,328.0,328.0,328.0,328.0,328.0
